Rk,Player,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
170,Enzo Ebosse,DF,cm Cameroon,23,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
171,Ederson,GK,br Brazil,28,1993,1.0,1,1.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
172,Jorge Eduardo Sánchez,DF,mx Mexico,24,1997,1.9,5,2.57,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
173,Nico Elvedi,DF,ch Switzerland,25,1996,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
174,Breel Embolo,FW,ch Switzerland,25,1997,3.6,6,1.67,3,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
175,Youssef En-Nesyri,FW,ma Morocco,25,1997,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
176,Wataru Endo,MF,jp Japan,29,1993,3.4,10,3.28,5,0,0,3,2,0,1,0.33,0,0,0,0,1,0,Matches
177,Devis Epassy,GK,cm Cameroon,29,1993,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
178,Christian Eriksen,MF,dk Denmark,30,1992,3.0,10,3.33,3,6,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
179,Michael Estrada,FW,ec Ecuador,26,1996,2.5,4,1.60,3,0,0,0,1,0,1,0.40,1,0,0,0,0,0,Matches
180,Pervis Estupiñán,DF,ec Ecuador,24,1998,3.0,12,4.00,8,3,0,1,0,0,1,0.33,0,0,0,1,0,0,Matches
181,Stephen Eustáquio,MF,ca Canada,25,1996,1.4,6,4.32,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
182,Saeid Ezatolahi,MF,ir IR Iran,25,1996,2.4,4,1.66,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
183,Abdessamad Ezzalzouli,"FW,MF",ma Morocco,20,2001,1.0,4,5.63,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
184,Fabinho,MF,br Brazil,28,1993,1.0,4,4.00,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
185,Collins Fai,DF,cm Cameroon,29,1992,3.0,4,1.33,4,0,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches
186,Salman Al-Faraj,MF,sa Saudi Arabia,32,1989,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
187,Christian Fassnacht,FW,ch Switzerland,28,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
188,Abdul Fatawu Issahaku,FW,gh Ghana,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
189,Ansu Fati,FW,es Spain,19,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
190,João Félix,FW,pt Portugal,22,1999,3.7,7,1.91,6,0,0,1,0,0,2,0.55,2,0,0,0,0,0,Matches
191,Bruno Fernandes,"FW,MF",pt Portugal,27,1994,4.0,15,3.79,9,6,0,0,0,0,4,1.01,3,1,0,0,0,0,Matches
192,Edimilson Fernandes,"FW,DF",ch Switzerland,26,1996,1.6,3,1.86,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
193,Enzo Fernández,MF,ar Argentina,21,2001,6.3,17,3.04,15,0,2,0,0,0,4,0.71,3,0,1,0,0,0,Matches
194,Jesús Ferreira,FW,us United States,21,2000,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
195,Phil Foden,"FW,MF",eng England,22,2000,2.9,10,3.49,4,3,2,0,1,0,3,1.05,1,0,1,0,1,0,Matches
196,Youssouf Fofana,MF,fr France,23,1999,2.5,3,1.34,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
197,Juan Foyth,DF,ar Argentina,24,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
198,Alan Franco,MF,ec Ecuador,23,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
199,Przemysław Frankowski,MF,pl Poland,27,1995,2.7,5,1.87,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
200,Fred,MF,br Brazil,29,1993,1.6,5,3.54,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
201,Fabian Frei,MF,ch Switzerland,33,1989,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
202,Remo Freuler,MF,ch Switzerland,30,1992,3.6,7,1.95,5,1,0,1,0,0,1,0.28,1,0,0,0,0,0,Matches
203,Keysher Fuller,"DF,MF",cr Costa Rica,27,1994,2.8,3,1.07,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
204,Niclas Füllkrug,FW,de Germany,29,1993,0.8,4,5.22,2,0,1,0,1,0,1,1.30,1,0,0,0,0,0,Matches
205,Rogelio Funes Mori,FW,mx Mexico,31,1991,0.1,1,18.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
206,Cody Gakpo,"FW,MF",nl Netherlands,23,1999,5.0,17,3.39,9,5,0,1,2,0,2,0.40,2,0,0,0,0,0,Matches
207,Hernán Galíndez,GK,ec Ecuador,35,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
208,Jesús Gallardo,DF,mx Mexico,27,1994,3.0,7,2.33,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
209,Idrissa Gana Gueye,MF,sn Senegal,32,1989,3.0,7,2.33,5,1,0,0,1,0,1,0.33,0,0,0,0,1,0,Matches
210,Gavi,MF,es Spain,17,2004,3.2,5,1.58,4,0,0,0,1,0,1,0.32,1,0,0,0,0,0,Matches
211,Sultan Al-Ghanam,"DF,MF",sa Saudi Arabia,28,1994,1.4,1,0.71,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
212,Nader Ghandri,DF,tn Tunisia,27,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
213,Saman Ghoddos,MF,ir IR Iran,28,1993,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
214,Ali Gholizadeh,"MF,FW",ir IR Iran,26,1996,2.2,7,3.18,5,1,0,1,0,0,1,0.45,1,0,0,0,0,0,Matches
215,Matthias Ginter,DF,de Germany,28,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
216,Olivier Giroud,FW,fr France,35,1986,4.7,5,1.08,4,0,0,1,0,0,1,0.22,1,0,0,0,0,0,Matches
217,Kamil Glik,DF,pl Poland,34,1988,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
218,Serge Gnabry,"FW,MF",de Germany,26,1995,2.9,12,4.11,9,0,0,3,0,0,1,0.34,1,0,0,0,0,0,Matches
219,Diego Godín,DF,uy Uruguay,36,1986,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
220,Maxi Gómez,FW,uy Uruguay,25,1996,0.3,1,3.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
221,Papu Gómez,"MF,FW",ar Argentina,34,1988,1.2,1,0.84,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
222,Shūichi Gonda,GK,jp Japan,33,1989,4.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
223,Craig Goodwin,MF,au Australia,30,1991,2.6,5,1.92,2,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
224,Leon Goretzka,MF,de Germany,27,1995,1.8,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
225,Mario Götze,MF,de Germany,30,1992,0.4,4,10.00,4,0,0,0,0,0,1,2.50,1,0,0,0,0,0,Matches
226,Jack Grealish,FW,eng England,26,1995,1.0,5,5.29,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
227,Antoine Griezmann,MF,fr France,31,1991,6.0,33,5.53,19,12,0,2,0,0,3,0.50,3,0,0,0,0,0,Matches
228,Kamil Grosicki,MF,pl Poland,34,1988,0.0,2,45.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
229,Carlos Gruezo,MF,ec Ecuador,27,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
230,Marko Grujić,MF,rs Serbia,26,1996,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
231,Andrés Guardado,MF,mx Mexico,35,1986,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
232,Nemanja Gudelj,"MF,DF",rs Serbia,30,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
233,Mattéo Guendouzi,"FW,MF",fr France,23,1999,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
234,Raphaël Guerreiro,DF,pt Portugal,28,1993,3.1,11,3.55,9,2,0,0,0,0,4,1.29,3,1,0,0,0,0,Matches
235,Cho Guesung,FW,kr Korea Republic,24,1998,3.1,4,1.31,3,0,0,0,1,0,1,0.33,0,0,0,0,1,0,Matches
236,Pape Gueye,MF,sn Senegal,23,1999,1.7,3,1.76,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
237,Bruno Guimarães,MF,br Brazil,24,1997,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
238,İlkay Gündoğan,MF,de Germany,31,1990,2.1,6,2.86,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
239,Erick Gutiérrez,MF,mx Mexico,26,1995,0.5,1,1.84,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
240,Joško Gvardiol,DF,hr Croatia,20,2002,7.7,4,0.57,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
241,Asiri Haitham,FW,sa Saudi Arabia,21,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
242,Ehsan Hajsafi,"MF,DF",ir IR Iran,32,1990,2.6,3,1.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
243,Achraf Hakimi,DF,ma Morocco,23,1998,7.0,14,2.10,12,0,1,0,1,0,1,0.15,1,0,0,0,0,0,Matches
244,Abderrazak Hamdallah,FW,ma Morocco,31,1990,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
245,Abdelkarim Hassan,DF,qa Qatar,28,1993,3.0,4,1.33,4,0,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches
246,Ali Al Hassan,MF,sa Saudi Arabia,25,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
247,Abdulaziz Hatem,MF,qa Qatar,31,1990,2.2,2,0.92,0,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
248,Kai Havertz,FW,de Germany,23,1999,1.1,7,6.12,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
249,Hassan Al-Haydos,MF,qa Qatar,31,1990,2.3,6,2.62,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
250,Eden Hazard,MF,be Belgium,31,1991,1.4,5,3.63,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
251,Thorgan Hazard,FW,be Belgium,29,1993,1.2,9,7.64,5,3,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
252,Hwang Hee-chan,"MF,FW",kr Korea Republic,26,1996,1.3,3,2.35,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
253,Jordan Henderson,MF,eng England,31,1990,3.0,8,2.66,5,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
254,Wayne Hennessey,GK,wls Wales,35,1987,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
255,Lucas Hernández,DF,fr France,26,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
256,Theo Hernández,DF,fr France,24,1997,5.6,17,3.01,17,0,0,0,0,0,3,0.53,3,0,0,0,0,0,Matches
257,Héctor Herrera,MF,mx Mexico,32,1990,1.8,3,1.69,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
258,Son Heung-min,"FW,MF",kr Korea Republic,29,1992,4.0,16,4.00,6,6,1,2,1,0,2,0.50,2,0,0,0,0,0,Matches
259,Piero Hincapié,DF,ec Ecuador,20,2002,3.0,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
260,Jonas Hofmann,FW,de Germany,29,1992,0.3,4,12.00,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
261,Junior Hoilett,"FW,MF",ca Canada,32,1990,1.8,7,3.91,4,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
262,Martin Hongla,MF,cm Cameroon,24,1998,1.3,5,3.72,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
263,Ricardo Horta,FW,pt Portugal,27,1994,1.3,3,2.27,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
264,Hossein Hosseini,GK,ir IR Iran,29,1992,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
265,Majid Hosseini,DF,ir IR Iran,25,1996,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
266,Ajdin Hrustic,"MF,FW",au Australia,25,1996,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
267,Atiba Hutchinson,MF,ca Canada,39,1983,1.8,2,1.13,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
268,Pierre Højbjerg,MF,dk Denmark,26,1995,3.0,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
269,Romario Ibarra,MF,ec Ecuador,27,1994,0.8,1,1.32,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
270,Ivan Ilić,MF,rs Serbia,21,2001,0.4,2,5.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
271,Hwang In-beom,MF,kr Korea Republic,25,1996,3.7,6,1.62,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
272,Jackson Irvine,"MF,FW",au Australia,29,1993,3.9,3,0.76,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
273,Ko Itakura,DF,jp Japan,25,1997,3.0,2,0.67,0,1,0,1,0,0,1,0.33,0,1,0,0,0,0,Matches
274,Hiroki Ito,DF,jp Japan,23,1999,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
275,Junya Ito,"MF,FW",jp Japan,29,1993,3.6,10,3.06,4,2,1,1,1,1,2,0.61,2,0,0,0,0,0,Matches
276,Yahya Jabrane,MF,ma Morocco,30,1991,0.2,,,,,,,,,,,,,,,,,Matches
277,Nicolas Jackson,FW,sn Senegal,20,2001,0.2,2,10.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
278,Lee Jae-sung,"MF,FW",kr Korea Republic,29,1992,2.3,4,1.71,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
279,Alireza Jahanbakhsh,MF,ir IR Iran,28,1993,0.7,4,6.10,3,0,0,1,0,0,2,3.05,1,0,0,1,0,0,Matches
280,Kristijan Jakić,FW,hr Croatia,25,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
281,Ismail Jakobs,DF,sn Senegal,22,1999,3.1,6,1.94,4,2,0,0,0,0,1,0.32,0,1,0,0,0,0,Matches
282,Abolfazl Jalali,DF,ir IR Iran,23,1998,0.2,1,4.74,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
283,Daniel James,"FW,MF",wls Wales,24,1997,1.7,2,1.17,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
284,Vincent Janssen,FW,nl Netherlands,27,1994,1.0,3,3.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
285,Ardon Jasari,FW,ch Switzerland,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
286,Issam Jebali,FW,tn Tunisia,30,1991,2.0,5,2.47,2,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
287,Artur Jędrzejczyk,DF,pl Poland,34,1987,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
288,Mathias Jensen,MF,dk Denmark,26,1996,0.9,5,5.36,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
289,Gabriel Jesus,FW,br Brazil,25,1997,1.0,6,5.81,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
290,Raúl Jiménez,FW,mx Mexico,31,1991,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
291,Kim Jin-su,DF,kr Korea Republic,30,1992,3.5,7,2.00,6,0,0,0,0,1,1,0.29,1,0,0,0,0,0,Matches
292,Brennan Johnson,"FW,MF",wls Wales,21,2001,1.0,1,0.99,0,1,0,0,0,0,1,0.99,0,1,0,0,0,0,Matches
293,Alistair Johnston,DF,ca Canada,23,1998,3.0,8,2.67,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
294,Frenkie de Jong,MF,nl Netherlands,25,1997,5.3,9,1.82,8,0,0,1,0,0,2,0.40,2,0,0,0,0,0,Matches
295,Luuk de Jong,FW,nl Netherlands,31,1990,0.6,1,3.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
296,Luka Jović,FW,rs Serbia,24,1997,0.4,1,2.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
297,Son Jun-ho,"MF,DF",kr Korea Republic,30,1992,0.8,3,3.75,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
298,Vinicius Júnior,FW,br Brazil,21,2000,3.3,16,4.82,12,0,1,2,1,0,4,1.20,3,0,0,1,0,0,Matches
299,Josip Juranović,DF,hr Croatia,26,1995,6.7,15,2.50,12,3,0,0,0,0,2,0.33,2,0,0,0,0,0,Matches
300,Daichi Kamada,"FW,MF",jp Japan,25,1996,3.6,7,1.96,5,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
301,Jakub Kamiński,MF,pl Poland,20,2002,2.6,3,1.16,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
302,Hossein Kanaanizadegan,DF,ir IR Iran,28,1994,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
303,Harry Kane,FW,eng England,28,1993,4.5,10,2.24,5,0,1,3,1,0,3,0.67,3,0,0,0,0,0,Matches
304,Lee Kangin,"MF,FW",kr Korea Republic,21,2001,1.6,13,7.96,8,0,0,2,2,1,3,1.84,1,0,0,0,1,1,Matches
305,Mohamed Kanno,"MF,FW",sa Saudi Arabia,27,1994,3.0,4,1.33,2,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
306,Fran Karačić,DF,au Australia,26,1996,1.0,2,1.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
307,Ali Karimi,MF,ir IR Iran,28,1994,1.1,1,0.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
308,Mark-Anthony Kaye,MF,ca Canada,27,1994,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
309,Wajdi Kechrida,DF,tn Tunisia,26,1995,1.2,4,3.24,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
310,Thilo Kehrer,DF,de Germany,25,1996,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
311,Bilal El Khannous,MF,ma Morocco,18,2004,0.6,1,1.64,0,0,0,0,1,0,1,1.64,0,0,0,0,1,0,Matches
312,Wahbi Khazri,"FW,MF",tn Tunisia,31,1991,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
313,Musab Kheder,DF,qa Qatar,28,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
314,Boualem Khoukhi,DF,qa Qatar,31,1990,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
315,Joshua Kimmich,"MF,DF",de Germany,27,1995,3.0,20,6.67,15,3,0,1,0,1,3,1.00,3,0,0,0,0,0,Matches
316,Jakub Kiwior,DF,pl Poland,22,2000,3.9,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
317,Simon Kjær,DF,dk Denmark,33,1989,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
318,Davy Klaassen,"MF,FW",nl Netherlands,29,1993,2.1,7,3.32,7,0,0,0,0,0,2,0.95,2,0,0,0,0,0,Matches
319,Lukas Klostermann,DF,de Germany,26,1996,0.7,1,1.36,1,0,0,0,0,0,1,1.36,1,0,0,0,0,0,Matches
320,Gregor Kobel,GK,ch Switzerland,24,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
321,Koke,MF,es Spain,30,1992,0.6,1,1.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
322,Randal Kolo Muani,FW,fr France,23,1998,2.0,1,0.59,0,0,0,0,1,0,1,0.59,0,0,0,0,1,0,Matches
323,Ibrahima Konaté,DF,fr France,23,1999,3.3,4,1.26,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
324,Ismaël Koné,"MF,DF",ca Canada,20,2002,1.2,2,1.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
325,Teun Koopmeiners,MF,nl Netherlands,24,1998,2.4,4,1.91,2,1,0,1,0,0,2,0.96,1,1,0,0,0,0,Matches
326,Filip Kostić,DF,rs Serbia,29,1992,2.0,5,2.51,4,1,0,0,0,0,1,0.50,1,0,0,0,0,0,Matches
327,Kalidou Koulibaly,DF,sn Senegal,30,1991,4.0,4,1.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
328,Jules Koundé,DF,fr France,23,1998,5.3,5,0.94,5,0,0,0,0,0,1,0.19,1,0,0,0,0,0,Matches
329,Cheikhou Kouyaté,MF,sn Senegal,32,1989,0.8,2,2.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
330,Mateo Kovačić,MF,hr Croatia,28,1994,7.1,17,2.41,16,0,1,0,0,0,2,0.28,2,0,0,0,0,0,Matches
331,Andrej Kramarić,"FW,MF",hr Croatia,30,1991,5.3,10,1.90,7,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
332,Grzegorz Krychowiak,MF,pl Poland,32,1990,3.7,5,1.36,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
333,Takefusa Kubo,FW,jp Japan,21,2001,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
334,Pierre Kunde,MF,cm Cameroon,26,1995,1.5,3,2.03,1,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
335,Garang Kuol,"FW,MF",au Australia,17,2004,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
336,Daniel Kyereh,"MF,DF",gh Ghana,26,1996,0.4,1,2.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
337,Kwon Kyung-won,DF,kr Korea Republic,30,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
338,Aïssa Laïdouni,MF,tn Tunisia,25,1996,2.7,4,1.48,4,0,0,0,0,0,1,0.37,1,0,0,0,0,0,Matches
339,Tariq Lamptey,DF,gh Ghana,21,2000,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
