Rk,Player,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1,Brenden Aaronson,MF,us United States,21,2000,4,108,27,30.0,1.2,0,,0,4,27,0,1.25,1,2,-1,-0.83,-0.83,0.9,2.7,-1.8,-1.51,-2.05,Matches
2,Ali Abdi,DF,tn Tunisia,28,1993,3,188,63,69.6,2.1,2,90,2,1,8,0,1.33,0,1,-1,-0.48,-1.58,1.8,2.3,-0.4,-0.21,-0.14,Matches
3,Salis Abdul Samed,MF,gh Ghana,22,2000,3,250,83,92.6,2.8,3,83,1,0,,0,1.00,5,7,-2,-0.72,-0.72,3.5,5.3,-1.8,-0.66,-2.41,Matches
4,Saud Abdulhamid,"DF,MF",sa Saudi Arabia,22,1999,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,3,5,-2,-0.67,,3.0,6.0,-3.0,-1.01,,Matches
5,Nawaf Al Abed,MF,sa Saudi Arabia,32,1990,2,88,44,32.6,1.0,0,,0,2,44,1,1.50,2,1,+1,+1.02,+2.51,0.9,2.3,-1.4,-1.45,-0.64,Matches
6,Amir Abedzadeh,GK,ir IR Iran,29,1993,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
7,Pape Abou Cissé,DF,sn Senegal,26,1995,3,105,35,29.2,1.2,1,90,1,2,8,1,2.00,1,3,-2,-1.71,-1.71,1.1,0.9,+0.2,+0.18,-0.11,Matches
8,Vincent Aboubakar,FW,cm Cameroon,30,1992,3,142,47,52.6,1.6,1,89,0,2,27,0,1.33,3,0,+3,+1.90,+4.01,1.5,2.4,-0.9,-0.55,+0.49,Matches
9,Abdulrahman Al-Aboud,"MF,DF",sa Saudi Arabia,27,1995,2,35,18,13.0,0.4,0,,0,2,18,1,0.00,1,0,+1,+2.57,+3.72,0.8,0.9,-0.1,-0.18,+0.95,Matches
10,Zakaria Aboukhlal,"FW,MF",ma Morocco,22,2000,4,79,20,12.0,0.9,0,,0,4,20,3,2.25,2,1,+1,+1.14,+1.14,2.4,2.0,+0.4,+0.50,+0.69,Matches
11,Kellyn Acosta,MF,us United States,26,1995,2,43,22,11.9,0.5,0,,0,2,22,2,2.00,0,1,-1,-2.09,-2.09,0.4,1.1,-0.7,-1.57,-1.69,Matches
12,Marcos Acuña,"DF,FW",ar Argentina,30,1991,6,373,62,54.1,4.1,4,74,1,2,39,0,1.83,8,3,+5,+1.21,+0.64,6.7,3.0,+3.6,+0.95,-0.80,Matches
13,Tyler Adams,MF,us United States,23,1999,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,3,4,-1,-0.25,,4.1,4.4,-0.3,-0.07,,Matches
14,Sam Adekugbe,DF,ca Canada,27,1995,3,95,32,35.2,1.1,1,59,0,2,18,0,0.00,1,3,-2,-1.89,-0.35,1.0,1.7,-0.8,-0.74,-1.31,Matches
15,Karim Adeyemi,FW,de Germany,20,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
16,Michel Aebischer,"MF,FW",ch Switzerland,25,1997,1,16,16,4.4,0.2,0,,0,1,16,3,0.00,0,1,-1,-5.63,-4.84,0.0,0.4,-0.4,-2.14,-2.32,Matches
17,Akram Afif,FW,qa Qatar,25,1996,3,270,90,100.0,3.0,3,90,3,0,,0,0.00,1,7,-6,-2.00,,1.4,3.5,-2.1,-0.71,,Matches
18,Daniel Afriyie Barnieh,FW,gh Ghana,20,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
19,Nayef Aguerd,DF,ma Morocco,26,1996,4,353,88,53.5,3.9,4,88,3,0,,2,2.00,4,1,+3,+0.76,+1.35,2.6,3.2,-0.6,-0.14,-0.07,Matches
20,Brandon Aguilera,MF,cr Costa Rica,18,2003,3,90,30,33.3,1.0,1,45,0,2,23,0,1.00,1,4,-3,-3.00,-0.50,0.3,2.5,-2.2,-2.21,+1.04,Matches
21,Homam Ahmed,DF,qa Qatar,22,1999,3,262,87,97.0,2.9,3,87,2,0,,0,0.00,1,6,-5,-1.72,+9.53,1.3,3.3,-2.1,-0.72,-0.22,Matches
22,Joseph Aidoo,DF,gh Ghana,26,1995,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
23,Manuel Akanji,DF,ch Switzerland,26,1995,4,360,90,100.0,4.0,4,90,4,0,,0,1.50,5,9,-4,-1.00,,5.6,5.3,+0.3,+0.08,,Matches
24,Nathan Aké,DF,nl Netherlands,27,1995,5,479,96,99.8,5.3,5,96,4,0,,0,2.20,10,4,+6,+1.13,+1.13,4.6,6.0,-1.4,-0.28,-0.06,Matches
25,Ahmed Alaaeldin,FW,qa Qatar,29,1993,1,6,6,2.2,0.1,0,,0,1,6,2,0.00,0,0,0,0.00,+2.05,0.0,0.0,0.0,-0.07,+0.65,Matches
26,Jordi Alba,DF,es Spain,33,1989,4,264,66,67.7,2.9,3,80,0,1,23,0,1.25,5,0,+5,+1.70,+0.99,4.3,1.7,+2.5,+0.86,+0.70,Matches
27,Toby Alderweireld,DF,be Belgium,33,1989,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,1,2,-1,-0.33,,4.7,4.6,+0.2,+0.05,,Matches
28,Trent Alexander-Arnold,DF,eng England,23,1998,1,34,34,7.6,0.4,0,,0,1,34,4,3.00,1,0,+1,+2.65,+0.92,1.2,0.2,+1.0,+2.58,+1.80,Matches
29,Almoez Ali,FW,qa Qatar,25,1996,3,224,75,83.0,2.5,3,75,1,0,,0,0.00,1,7,-6,-2.41,-2.41,1.3,3.5,-2.1,-0.86,-0.88,Matches
30,Alisson,GK,br Brazil,29,1992,4,379,95,79.0,4.2,4,95,3,0,,1,2.50,8,2,+6,+1.42,+2.32,9.2,1.5,+7.7,+1.99,+0.48,Matches
31,Joe Allen,MF,wls Wales,32,1990,2,94,47,34.8,1.0,1,80,0,1,14,1,0.00,0,5,-5,-4.79,-4.79,0.4,2.6,-2.2,-2.06,-2.20,Matches
32,Thiago Almada,MF,ar Argentina,21,2001,1,7,7,1.0,0.1,0,,0,1,7,6,3.00,0,0,0,0.00,-0.92,0.5,0.0,+0.5,+6.09,+4.77,Matches
33,Esteban Alvarado,GK,cr Costa Rica,33,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
34,Roberto Alvarado,FW,mx Mexico,23,1998,1,18,18,6.7,0.2,0,,0,1,18,2,0.00,0,1,-1,-5.00,-5.00,0.0,0.0,0.0,-0.22,-0.55,Matches
35,Edson Álvarez,MF,mx Mexico,24,1997,2,175,88,64.8,1.9,2,88,1,0,,1,2.00,2,0,+2,+1.03,+3.87,2.9,1.4,+1.4,+0.74,+1.25,Matches
36,Julián Álvarez,FW,ar Argentina,22,2000,7,464,66,67.2,5.2,5,81,0,2,30,0,2.00,13,2,+11,+2.13,+3.73,10.4,2.0,+8.4,+1.63,+0.83,Matches
37,Kevin Álvarez,DF,mx Mexico,23,1999,2,70,35,25.9,0.8,1,65,0,1,5,1,1.50,0,2,-2,-2.57,-3.02,0.4,0.8,-0.4,-0.53,-1.12,Matches
38,Dani Alves,DF,br Brazil,39,1983,2,118,59,24.6,1.3,1,90,1,1,28,3,1.50,0,2,-2,-1.53,-3.27,2.7,0.7,+2.1,+1.58,-0.37,Matches
39,Selim Amallah,MF,ma Morocco,25,1996,7,409,58,62.0,4.5,4,75,1,3,36,0,1.57,1,0,+1,+0.22,+0.22,2.2,4.4,-2.2,-0.48,-0.98,Matches
40,Daniel Amartey,DF,gh Ghana,27,1994,3,251,84,93.0,2.8,3,84,2,0,,0,1.00,5,7,-2,-0.72,-0.72,4.1,5.6,-1.4,-0.48,,Matches
41,Vahid Amiri,"FW,MF",ir IR Iran,34,1988,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
42,Ethan Ampadu,"MF,DF",wls Wales,21,2000,3,255,85,94.4,2.8,3,85,1,0,,0,0.33,1,4,-3,-1.06,+10.94,2.5,4.1,-1.6,-0.57,+1.00,Matches
43,Sofyan Amrabat,MF,ma Morocco,25,1996,7,660,94,100.0,7.3,7,94,7,0,,0,1.57,6,5,+1,+0.14,,6.6,7.4,-0.8,-0.12,-0.12,Matches
44,Abdulelah Al-Amri,DF,sa Saudi Arabia,25,1997,3,182,61,67.4,2.0,2,90,2,1,2,0,1.00,1,4,-3,-1.48,-2.51,2.8,3.9,-1.1,-0.53,+1.49,Matches
45,Joachim Andersen,DF,dk Denmark,26,1996,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,1,3,-2,-0.67,,2.7,3.9,-1.2,-0.39,,Matches
46,Karim Ansarifard,"FW,MF",ir IR Iran,32,1990,2,35,18,13.0,0.4,0,,0,2,18,1,1.50,2,0,+2,+5.14,+7.06,0.9,0.4,+0.5,+1.22,+1.77,Matches
47,Antony,FW,br Brazil,22,2000,4,172,43,35.8,1.9,1,78,0,3,31,1,1.75,2,1,+1,+0.52,-0.65,4.0,0.6,+3.4,+2.14,+0.41,Matches
48,Uriel Antuna,"FW,MF",mx Mexico,24,1997,3,77,26,28.5,0.9,0,,0,3,26,0,1.33,2,2,0,0.00,+0.47,1.4,1.1,+0.2,+0.29,-0.02,Matches
49,Nawaf Al Aqidi,GK,sa Saudi Arabia,22,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
50,Néstor Araujo,DF,mx Mexico,30,1991,1,90,90,33.3,1.0,1,90,1,0,,2,0.00,0,2,-2,-2.00,-2.50,0.3,0.3,-0.1,-0.05,-0.53,Matches
51,Robert Arboleda,DF,ec Ecuador,30,1991,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
52,Alphonse Areola,GK,fr France,29,1993,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
53,Franco Armani,GK,ar Argentina,35,1986,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
54,Xavier Arreaga,DF,ec Ecuador,27,1994,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
55,Gerardo Arteaga,DF,mx Mexico,23,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
56,Takuma Asano,FW,jp Japan,27,1994,4,165,41,42.3,1.8,0,,0,4,41,0,1.75,2,1,+1,+0.55,+0.55,2.7,2.3,+0.4,+0.26,+0.63,Matches
57,Marco Asensio,FW,es Spain,26,1996,4,229,57,58.7,2.5,3,65,0,1,34,0,1.25,5,0,+5,+1.97,+1.41,3.9,0.8,+3.1,+1.21,+1.40,Matches
58,Ali Assadalla,MF,qa Qatar,29,1993,1,27,27,10.0,0.3,0,,0,1,27,2,0.00,0,0,0,0.00,+2.22,0.0,0.0,0.0,+0.06,+0.86,Matches
59,Lawrence Ati-Zigi,GK,gh Ghana,25,1996,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,5,7,-2,-0.67,,4.1,5.6,-1.4,-0.48,,Matches
60,Nathaniel Atkinson,DF,au Australia,23,1999,1,84,84,23.3,0.9,1,84,0,0,,2,0.00,1,4,-3,-3.21,-3.54,0.5,3.7,-3.2,-3.39,-2.82,Matches
61,Yahya Attiat Allah,DF,ma Morocco,27,1995,6,318,53,48.2,3.5,2,90,2,4,35,1,1.33,4,3,+1,+0.28,+0.28,5.1,3.2,+1.9,+0.60,+1.27,Matches
62,André Ayew,"MF,FW",gh Ghana,32,1989,3,198,66,73.3,2.2,3,66,0,0,,0,1.00,4,5,-1,-0.45,+0.80,2.9,4.2,-1.3,-0.58,-0.37,Matches
63,Jordan Ayew,FW,gh Ghana,30,1991,3,136,45,50.4,1.5,2,61,0,1,14,0,1.00,4,6,-2,-1.32,-1.32,3.0,3.3,-0.4,-0.26,+0.44,Matches
64,Sardar Azmoun,FW,ir IR Iran,27,1995,3,126,42,46.7,1.4,2,56,0,1,14,0,1.00,1,2,-1,-0.71,+0.54,1.7,2.2,-0.5,-0.37,-0.10,Matches
65,César Azpilicueta,DF,es Spain,32,1989,2,135,68,34.6,1.5,2,68,1,0,,2,1.50,8,0,+8,+5.33,+6.04,4.3,0.1,+4.1,+2.77,+3.27,Matches
66,Srđan Babić,DF,rs Serbia,26,1996,1,13,13,4.8,0.1,0,,0,1,13,2,1.00,0,0,0,0.00,+1.05,0.1,0.1,+0.1,+0.57,+1.98,Matches
67,Keanu Baccus,MF,au Australia,24,1998,4,114,29,31.7,1.3,1,57,0,3,19,0,1.50,1,2,-1,-0.79,-0.42,0.5,1.6,-1.1,-0.89,+0.50,Matches
68,Alexander Bah,DF,dk Denmark,24,1997,2,46,23,17.0,0.5,0,,0,2,23,1,0.00,0,1,-1,-1.96,-1.55,0.4,0.4,-0.1,-0.16,+0.28,Matches
69,Hattan Bahebri,MF,sa Saudi Arabia,29,1992,2,4,2,1.5,0.0,0,,0,2,2,1,0.00,1,0,+1,+22.50,+23.52,0.7,0.2,+0.5,+11.39,+12.59,Matches
70,Alejandro Balde,DF,es Spain,18,2003,4,126,32,32.3,1.4,1,67,0,3,20,0,1.25,4,3,+1,+0.71,-0.99,1.9,1.7,+0.2,+0.19,-0.60,Matches
71,Gareth Bale,FW,wls Wales,32,1989,3,225,75,83.3,2.5,3,75,2,0,,0,0.33,1,3,-2,-0.80,+5.20,2.5,3.1,-0.6,-0.24,+2.34,Matches
72,Fodé Ballo-Touré,DF,sn Senegal,25,1997,1,7,7,1.9,0.1,0,,0,1,7,1,0.00,0,0,0,0.00,+0.51,0.1,0.2,-0.1,-1.09,-1.37,Matches
73,Badr Banoun,DF,ma Morocco,28,1993,3,54,18,8.2,0.6,0,,0,3,18,4,1.33,0,0,0,0.00,-0.15,1.0,1.0,0.0,0.00,+0.12,Matches
74,Borna Barišić,DF,hr Croatia,29,1992,1,120,120,17.4,1.3,1,120,1,0,,6,1.00,1,1,0,0.00,-0.16,1.4,1.2,+0.2,+0.24,+0.88,Matches
75,Meshaal Barsham,GK,qa Qatar,24,1998,2,180,90,66.7,2.0,2,90,2,0,,1,0.00,1,5,-4,-2.00,0.00,1.1,2.4,-1.3,-0.63,+0.23,Matches
76,Christian Bassogog,MF,cm Cameroon,26,1995,1,24,24,8.9,0.3,0,,0,1,24,2,1.00,0,0,0,0.00,0.00,0.1,0.4,-0.3,-1.27,-0.54,Matches
77,Michy Batshuayi,FW,be Belgium,28,1993,2,151,76,55.9,1.7,2,76,0,0,,1,1.50,1,1,0,0.00,+0.76,1.5,3.2,-1.7,-1.04,-2.48,Matches
78,José Luis Rodríguez Bebanz,DF,uy Uruguay,25,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
79,Jan Bednarek,DF,pl Poland,26,1996,1,5,5,1.4,0.1,0,,0,1,5,3,0.00,1,1,0,0.00,+0.51,1.0,0.0,+0.9,+20.60,+21.53,Matches
80,Aziz Behich,DF,au Australia,31,1990,4,360,90,100.0,4.0,4,90,4,0,,0,1.50,4,6,-2,-0.50,,2.3,7.2,-4.9,-1.23,,Matches
81,Alireza Beiranvand,GK,ir IR Iran,29,1992,2,109,55,40.4,1.2,2,55,1,0,,0,0.00,0,1,-1,-0.83,+0.29,0.4,1.3,-0.9,-0.71,-0.66,Matches
82,Armel Bella Kotchap,DF,de Germany,20,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
83,Jude Bellingham,MF,eng England,18,2003,5,414,83,92.0,4.6,5,83,3,0,,0,2.00,13,4,+9,+1.96,+1.96,8.2,3.8,+4.4,+0.96,+0.45,Matches
84,Bechir Ben Saïd,GK,tn Tunisia,29,1992,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
85,Anis Ben Slimane,MF,tn Tunisia,21,2001,2,148,74,54.8,1.6,2,74,0,0,,1,2.00,1,0,+1,+0.61,+1.35,1.4,0.9,+0.5,+0.29,+1.02,Matches
86,Jewison Bennette,MF,cr Costa Rica,17,2004,3,103,34,38.1,1.1,1,60,0,2,22,0,1.00,1,6,-5,-4.37,-2.75,0.1,5.8,-5.7,-4.97,-3.35,Matches
87,Rodrigo Bentancur,MF,uy Uruguay,24,1997,3,213,71,78.9,2.4,3,71,2,0,,0,1.33,2,2,0,0.00,0.00,3.2,2.8,+0.4,+0.18,+0.63,Matches
88,Bartosz Bereszyński,DF,pl Poland,29,1992,4,341,85,94.7,3.8,4,85,3,0,,0,1.00,3,5,-2,-0.53,-0.53,4.5,6.6,-2.0,-0.54,+2.77,Matches
89,Steven Berghuis,MF,nl Netherlands,30,1991,4,200,50,41.7,2.2,1,78,0,3,41,1,2.00,2,1,+1,+0.45,-1.16,0.8,2.0,-1.2,-0.66,-0.59,Matches
90,Steven Bergwijn,FW,nl Netherlands,24,1997,4,213,53,44.4,2.4,3,56,0,1,45,1,2.00,2,2,0,0.00,-2.02,1.8,2.5,-0.7,-0.30,-0.05,Matches
91,Krystian Bielik,MF,pl Poland,24,1998,4,216,54,60.0,2.4,2,76,1,2,33,0,1.00,3,3,0,0.00,+1.25,3.8,4.8,-1.0,-0.41,+0.69,Matches
92,Justin Bijlow,GK,nl Netherlands,24,1998,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
93,Daley Blind,DF,nl Netherlands,32,1990,5,423,85,88.1,4.7,5,85,4,0,,0,2.20,8,3,+5,+1.06,-0.52,4.2,4.8,-0.7,-0.14,+1.11,Matches
94,Celso Borges,MF,cr Costa Rica,34,1988,3,249,83,92.2,2.8,3,83,1,0,,0,1.00,3,8,-5,-1.81,+11.05,1.4,9.4,-7.9,-2.86,+0.44,Matches
95,Milan Borjan,GK,ca Canada,34,1987,3,270,90,100.0,3.0,3,90,3,0,,0,0.00,2,7,-5,-1.67,,4.2,3.9,+0.3,+0.11,,Matches
96,Karim Boudiaf,MF,qa Qatar,31,1990,3,185,62,68.5,2.1,2,79,1,1,27,0,0.00,0,4,-4,-1.95,+0.17,1.1,1.7,-0.6,-0.30,+1.31,Matches
97,Sofiane Boufal,FW,ma Morocco,28,1993,7,475,68,72.0,5.3,7,68,0,0,,0,1.57,4,4,0,0.00,-0.49,3.3,4.4,-1.1,-0.21,-0.35,Matches
98,Yassine Bounou,GK,ma Morocco,31,1991,6,570,95,86.4,6.3,6,95,6,0,,1,1.33,4,5,-1,-0.16,-2.16,5.1,6.5,-1.3,-0.22,-0.62,Matches
99,Martin Braithwaite,"FW,MF",dk Denmark,31,1991,2,103,52,38.1,1.1,1,58,0,1,45,1,0.00,1,2,-1,-0.87,-0.33,0.9,1.8,-0.9,-0.79,-0.64,Matches
100,Julian Brandt,"FW,MF",de Germany,26,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
101,Mohammed Al-Breik,DF,sa Saudi Arabia,29,1992,2,65,33,24.1,0.7,1,64,0,1,1,0,1.50,0,1,-1,-1.38,-0.95,1.4,0.6,+0.8,+1.16,+2.86,Matches
102,Gleison Bremer,DF,br Brazil,25,1997,2,109,55,22.7,1.2,1,90,1,1,19,3,1.50,0,2,-2,-1.65,-3.35,2.7,0.6,+2.2,+1.78,-0.11,Matches
103,Dylan Bronn,DF,tn Tunisia,26,1995,2,162,81,60.0,1.8,2,81,1,0,,1,0.50,0,1,-1,-0.56,-1.39,1.4,2.0,-0.6,-0.32,-0.38,Matches
104,Marcelo Brozović,MF,hr Croatia,29,1992,6,552,92,80.0,6.1,6,92,4,0,,1,1.17,5,5,0,0.00,-0.65,5.9,8.9,-3.0,-0.52,+0.02,Matches
105,Tajon Buchanan,"MF,DF",ca Canada,23,1999,3,260,87,96.3,2.9,3,87,2,0,,0,0.00,2,7,-5,-1.73,-1.73,4.1,3.7,+0.4,+0.14,+0.91,Matches
106,Ante Budimir,FW,hr Croatia,30,1991,2,55,28,8.0,0.6,0,,0,2,28,5,1.00,1,0,+1,+1.64,+1.64,0.7,0.4,+0.3,+0.57,+1.17,Matches
107,Osman Bukari,MF,gh Ghana,23,1998,2,59,30,21.9,0.7,0,,0,2,30,1,0.00,1,2,-1,-1.53,-1.10,1.2,1.0,+0.2,+0.33,+1.03,Matches
108,Ali Al-Bulaihi,DF,sa Saudi Arabia,32,1989,3,216,72,80.0,2.4,3,72,2,0,,0,1.00,2,3,-1,-0.42,+1.25,2.0,4.5,-2.6,-1.06,-0.27,Matches
109,Song Bumkeun,GK,kr Korea Republic,24,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
110,Firas Al-Buraikan,"MF,FW",sa Saudi Arabia,22,2000,3,268,89,99.3,3.0,3,89,2,0,,0,1.00,3,5,-2,-0.67,-0.67,3.0,5.9,-3.0,-0.99,+2.19,Matches
111,Sergio Busquets,MF,es Spain,33,1988,4,363,91,93.1,4.0,4,91,3,0,,0,1.25,6,3,+3,+0.74,-9.26,5.3,3.4,+1.9,+0.52,-0.75,Matches
112,Ben Cabango,DF,wls Wales,22,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
113,Martín Cáceres,DF,uy Uruguay,35,1987,1,90,90,33.3,1.0,1,90,1,0,,2,1.00,0,0,0,0.00,0.00,0.6,0.6,0.0,-0.05,-0.14,Matches
114,Moisés Caicedo,MF,ec Ecuador,20,2001,3,269,90,99.6,3.0,3,90,2,0,,0,1.33,4,3,+1,+0.33,+0.33,3.7,2.6,+1.1,+0.37,-4.79,Matches
115,Francisco Calvo,DF,cr Costa Rica,29,1992,2,180,90,66.7,2.0,2,90,2,0,,0,1.50,1,7,-6,-3.00,-1.00,0.1,4.4,-4.3,-2.15,+2.25,Matches
116,Eduardo Camavinga,DF,fr France,19,2002,2,140,70,21.2,1.6,1,90,1,1,50,5,0.50,3,2,+1,+0.64,-0.57,2.9,2.1,+0.8,+0.67,+0.18,Matches
117,Joel Campbell,"FW,MF",cr Costa Rica,29,1992,3,269,90,99.6,3.0,3,90,2,0,,0,1.00,3,11,-8,-2.68,-2.68,1.4,10.1,-8.7,-2.91,-2.91,Matches
118,João Cancelo,DF,pt Portugal,28,1994,4,310,78,68.9,3.4,3,90,3,1,40,1,1.50,6,4,+2,+0.58,-1.99,5.3,4.5,+0.8,+0.22,-0.11,Matches
119,Agustín Canobbio,MF,uy Uruguay,23,1998,1,11,11,4.1,0.1,0,,0,1,11,2,3.00,0,0,0,0.00,0.00,0.2,0.6,-0.4,-3.14,-3.32,Matches
120,Yannick Carrasco,"FW,DF",be Belgium,28,1993,2,116,58,43.0,1.3,2,58,0,0,,1,2.00,1,0,+1,+0.78,+1.94,2.4,2.5,-0.1,-0.06,-0.20,Matches
121,Cameron Carter-Vickers,DF,us United States,24,1997,1,90,90,25.0,1.0,1,90,1,0,,3,3.00,1,0,+1,+1.00,+1.67,1.2,0.4,+0.7,+0.75,+1.10,Matches
122,Dani Carvajal,DF,es Spain,30,1992,2,135,68,34.6,1.5,1,90,1,1,45,2,0.50,1,3,-2,-1.33,-4.16,0.9,2.6,-1.7,-1.12,-2.68,Matches
123,William Carvalho,MF,pt Portugal,30,1992,4,215,54,47.8,2.4,2,86,1,2,22,1,2.25,10,4,+6,+2.51,+2.51,4.0,4.0,-0.1,-0.02,-0.53,Matches
124,Casemiro,MF,br Brazil,30,1992,4,390,98,81.3,4.3,4,98,4,0,,1,2.50,8,2,+6,+1.38,+2.38,9.5,1.6,+7.9,+1.98,+0.49,Matches
125,Matty Cash,DF,pl Poland,24,1997,4,360,90,100.0,4.0,4,90,4,0,,0,1.00,3,5,-2,-0.50,,4.5,7.3,-2.7,-0.69,,Matches
126,Timothy Castagne,DF,be Belgium,26,1995,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,1,2,-1,-0.33,,4.7,4.6,+0.2,+0.05,,Matches
127,Koen Casteels,GK,be Belgium,29,1992,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
128,Jean-Charles Castelletto,DF,cm Cameroon,27,1995,2,180,90,66.7,2.0,2,90,2,0,,0,0.50,3,4,-1,-0.50,-1.50,3.0,3.3,-0.4,-0.18,+1.80,Matches
129,Lucas Cavallini,FW,ca Canada,29,1992,1,19,19,7.0,0.2,0,,0,1,19,2,0.00,0,1,-1,-4.74,-3.30,0.1,1.0,-0.9,-4.26,-4.71,Matches
130,Edinson Cavani,FW,uy Uruguay,35,1987,3,124,41,45.9,1.4,1,72,0,2,26,0,1.33,0,1,-1,-0.73,-1.34,1.3,1.1,+0.2,+0.15,+0.19,Matches
131,Ghaylène Chaalali,MF,tn Tunisia,28,1994,1,17,17,6.3,0.2,0,,0,1,17,2,3.00,0,0,0,0.00,0.00,0.0,0.6,-0.6,-3.19,-3.22,Matches
132,Daniel Chacón,MF,cr Costa Rica,21,2001,1,1,1,0.4,0.0,0,,0,1,1,2,3.00,0,0,0,0.00,+2.68,0.0,0.0,0.0,0.00,+2.91,Matches
133,Ilias Chair,MF,ma Morocco,24,1997,1,45,45,6.8,0.5,0,,0,1,45,6,0.00,0,0,0,0.00,-0.15,0.4,0.3,+0.1,+0.16,+0.29,Matches
134,Kwon Chang-hoon,"FW,MF",kr Korea Republic,27,1994,1,56,56,15.6,0.6,1,56,0,0,,3,0.00,0,2,-2,-3.21,-2.92,0.5,1.3,-0.8,-1.25,-0.73,Matches
135,Luis Chávez,MF,mx Mexico,26,1996,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,2,3,-1,-0.33,,3.3,2.4,+0.9,+0.30,,Matches
