Rk,Player,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
543,Mohammed Salisu,DF,gh Ghana,23,1999,3.0,1,2,1,50.0,0.67,0.33,0.50,1.00,9.3,0,0,0,0.8,0.8,0.38,+0.2,+0.2,Matches
544,Tarek Salman,DF,qa Qatar,24,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
545,Alex Sandro,DF,br Brazil,31,1991,2.1,0,1,0,0.0,0.47,0.00,0.00,,33.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
546,Leroy Sané,"FW,DF",de Germany,26,1996,1.2,0,3,0,0.0,2.43,0.00,0.00,,25.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
547,Na Sang-ho,FW,kr Korea Republic,25,1996,1.3,0,1,1,100.0,0.76,0.76,0.00,0.00,10.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
548,Pablo Sarabia,FW,es Spain,30,1992,0.0,0,1,0,0.0,30.00,0.00,0.00,,4.7,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
549,Josh Sargent,FW,us United States,22,2000,1.7,0,4,1,25.0,2.29,0.57,0.00,0.00,14.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
550,Jeremy Sarmiento,"MF,FW",ec Ecuador,19,2002,0.9,0,1,1,100.0,1.06,1.06,0.00,0.00,14.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
551,Ismaila Sarr,"FW,MF",sn Senegal,24,1998,3.8,1,10,1,10.0,2.62,0.26,0.00,0.00,16.5,0,1,1,1.7,0.9,0.09,-0.7,-0.9,Matches
552,Ferjani Sassi,"MF,DF",tn Tunisia,30,1992,0.5,0,1,0,0.0,1.87,0.00,0.00,,33.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
553,Fabian Schär,DF,ch Switzerland,30,1991,1.5,0,2,0,0.0,1.33,0.00,0.00,,16.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
554,Nico Schlotterbeck,DF,de Germany,22,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
555,Kasper Schmeichel,GK,dk Denmark,35,1986,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
556,Haris Seferović,FW,ch Switzerland,30,1992,0.8,0,1,0,0.0,1.27,0.00,0.00,,12.8,0,0,0,0.2,0.2,0.19,-0.2,-0.2,Matches
557,Alidu Seidu,DF,gh Ghana,22,2000,1.7,0,1,0,0.0,0.58,0.00,0.00,,31.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
558,Antoine Semenyo,"FW,MF",gh Ghana,22,2000,0.2,0,1,0,0.0,4.50,0.00,0.00,,13.5,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
559,Kim Seung-gyu,GK,kr Korea Republic,31,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
560,Paik Seung-ho,MF,kr Korea Republic,25,1997,0.3,1,1,1,100.0,3.46,3.46,1.00,1.00,30.4,0,0,0,0.0,0.0,0.04,+1.0,+1.0,Matches
561,Yasser Al-Shahrani,DF,sa Saudi Arabia,30,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
562,Xherdan Shaqiri,"FW,MF",ch Switzerland,30,1991,2.5,1,4,2,50.0,1.57,0.79,0.25,0.50,21.9,1,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
563,Riyadh Sharahili,MF,sa Saudi Arabia,29,1993,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
564,Luke Shaw,DF,eng England,26,1995,4.7,0,3,1,33.3,0.64,0.21,0.00,0.00,23.1,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
565,Saad Al Sheeb,GK,qa Qatar,32,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
566,Saleh Al-Shehri,FW,sa Saudi Arabia,28,1993,2.5,1,2,2,100.0,0.81,0.81,0.50,0.50,21.0,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
567,André Silva,FW,pt Portugal,26,1995,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
568,António Silva,DF,pt Portugal,18,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
569,Bernardo Silva,MF,pt Portugal,27,1994,4.0,0,1,0,0.0,0.25,0.00,0.00,,10.7,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
570,Thiago Silva,DF,br Brazil,37,1984,4.3,0,2,0,0.0,0.46,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
571,Unai Simón,GK,es Spain,25,1997,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
572,Xavi Simons,"FW,MF",nl Netherlands,19,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
573,Ellyes Skhiri,MF,tn Tunisia,27,1995,3.0,0,2,0,0.0,0.67,0.00,0.00,,22.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
574,Michał Skóraś,MF,pl Poland,22,2000,0.5,0,1,0,0.0,2.00,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
575,Andreas Skov Olsen,"FW,MF",dk Denmark,22,1999,1.5,0,4,1,25.0,2.73,0.68,0.00,0.00,14.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
576,Robert Skov,DF,dk Denmark,26,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
577,Naïm Sliti,"MF,FW",tn Tunisia,29,1992,1.3,0,1,0,0.0,0.79,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
578,Carlos Soler,MF,es Spain,25,1997,1.0,1,4,1,25.0,3.91,0.98,0.25,1.00,17.3,1,0,0,0.5,0.5,0.13,+0.5,+0.5,Matches
579,Yuki Soma,"FW,MF",jp Japan,25,1997,0.9,0,3,0,0.0,3.33,0.00,0.00,,22.7,1,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
580,Yann Sommer,GK,ch Switzerland,33,1988,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
581,Borna Sosa,DF,hr Croatia,24,1998,4.7,0,2,0,0.0,0.42,0.00,0.00,,28.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
582,Harry Souttar,DF,au Australia,23,1998,4.0,0,1,0,0.0,0.25,0.00,0.00,,8.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
583,Djibril Sow,MF,ch Switzerland,25,1997,2.9,0,2,0,0.0,0.68,0.00,0.00,,15.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
584,Josip Stanišić,DF,hr Croatia,22,2000,1.0,0,1,0,0.0,1.00,0.00,0.00,,28.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
585,Renato Steffen,FW,ch Switzerland,30,1991,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
586,Raheem Sterling,FW,eng England,27,1994,1.7,1,1,1,100.0,0.60,0.60,1.00,1.00,9.3,0,0,0,0.4,0.4,0.37,+0.6,+0.6,Matches
587,John Stones,DF,eng England,28,1994,4.8,0,4,1,25.0,0.83,0.21,0.00,0.00,9.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
588,Luis Suárez,FW,uy Uruguay,35,1987,1.6,0,2,1,50.0,1.23,0.62,0.00,0.00,7.5,0,0,0,0.4,0.4,0.21,-0.4,-0.4,Matches
589,Niklas Süle,DF,de Germany,26,1995,3.0,0,1,0,0.0,0.33,0.00,0.00,,5.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
590,Kamaldeen Sulemana,FW,gh Ghana,20,2002,0.6,0,1,1,100.0,1.55,1.55,0.00,0.00,21.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
591,Josip Šutalo,DF,hr Croatia,22,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
592,Karol Świderski,FW,pl Poland,25,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
593,Wojciech Szczęsny,GK,pl Poland,32,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
594,Damian Szymański,MF,pl Poland,26,1995,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
595,Sebastian Szymański,MF,pl Poland,23,1999,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
596,Dušan Tadić,"MF,FW",rs Serbia,33,1988,2.9,0,1,0,0.0,0.35,0.00,0.00,,13.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
597,Nicolás Tagliafico,DF,ar Argentina,29,1992,4.1,0,3,1,33.3,0.72,0.24,0.00,0.00,11.3,0,0,0,1.0,1.0,0.34,-1.0,-1.0,Matches
598,Montassar Talbi,DF,tn Tunisia,24,1998,3.0,0,1,1,100.0,0.33,0.33,0.00,0.00,33.7,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
599,Hassan Al Tambakti,DF,sa Saudi Arabia,23,1999,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
600,Ao Tanaka,MF,jp Japan,23,1998,1.9,1,1,1,100.0,0.53,0.53,1.00,1.00,1.5,0,0,0,1.0,1.0,0.96,0.0,0.0,Matches
601,Shogo Taniguchi,DF,jp Japan,30,1991,2.3,0,2,0,0.0,0.86,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
602,Mehdi Taremi,FW,ir IR Iran,29,1992,3.0,2,5,1,20.0,1.67,0.33,0.20,1.00,16.0,0,1,1,1.3,0.6,0.11,+0.7,+0.4,Matches
603,Kenneth Taylor,MF,nl Netherlands,20,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
604,Aurélien Tchouaméni,MF,fr France,22,2000,6.9,1,6,2,33.3,0.87,0.29,0.17,0.50,23.7,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
605,Yeltsin Tejeda,MF,cr Costa Rica,30,1992,3.0,1,2,2,100.0,0.67,0.67,0.50,0.50,15.1,0,0,0,0.4,0.4,0.21,+0.6,+0.6,Matches
606,Alex Telles,DF,br Brazil,29,1992,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
607,Sorba Thomas,MF,wls Wales,22,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
608,Marcus Thuram,"FW,MF",fr France,24,1997,1.7,0,1,0,0.0,0.60,0.00,0.00,,5.4,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches
609,Youri Tielemans,MF,be Belgium,25,1997,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
610,Jurriën Timber,DF,nl Netherlands,20,2001,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
611,Karl Toko Ekambi,"FW,MF",cm Cameroon,29,1992,1.8,0,2,1,50.0,1.08,0.54,0.00,0.00,15.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
612,Nouhou Tolo,DF,cm Cameroon,24,1997,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
613,Takehiro Tomiyasu,"DF,MF",jp Japan,23,1998,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
614,Mehdi Torabi,MF,ir IR Iran,27,1994,0.7,0,2,0,0.0,2.90,0.00,0.00,,19.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
615,Félix Torres Caicedo,DF,ec Ecuador,25,1997,3.0,0,1,0,0.0,0.33,0.00,0.00,,8.5,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
616,Ferrán Torres,FW,es Spain,22,2000,2.4,2,3,1,33.3,1.24,0.41,0.33,1.00,17.1,0,1,1,1.0,0.2,0.08,+1.0,+0.8,Matches
617,Gerson Torres,MF,cr Costa Rica,24,1997,0.7,0,1,0,0.0,1.41,0.00,0.00,,30.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
618,Pau Torres,DF,es Spain,25,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
619,Kieran Trippier,DF,eng England,31,1990,2.3,0,1,0,0.0,0.44,0.00,0.00,,27.2,1,0,0,0.0,0.0,0.05,0.0,0.0,Matches
620,Leandro Trossard,"FW,MF",be Belgium,27,1994,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
621,Matt Turner,GK,us United States,27,1994,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
622,Ayase Ueda,FW,jp Japan,23,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
623,Hwang Ui-jo,"FW,MF",kr Korea Republic,29,1992,1.2,0,1,0,0.0,0.85,0.00,0.00,,10.5,0,0,0,0.5,0.5,0.47,-0.5,-0.5,Matches
624,Dayot Upamecano,DF,fr France,23,1998,5.3,0,1,0,0.0,0.19,0.00,0.00,,9.7,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
625,Enner Valencia,"FW,MF",ec Ecuador,32,1989,2.8,3,8,3,37.5,2.82,1.06,0.25,0.67,18.9,1,1,1,2.3,1.5,0.19,+0.7,+0.5,Matches
626,Federico Valverde,MF,uy Uruguay,23,1998,3.0,0,7,1,14.3,2.33,0.33,0.00,0.00,33.0,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
627,Virgil van Dijk,DF,nl Netherlands,30,1991,5.3,0,3,0,0.0,0.56,0.00,0.00,,10.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
628,Raphaël Varane,DF,fr France,29,1993,5.8,0,3,0,0.0,0.52,0.00,0.00,,7.2,0,0,0,0.3,0.3,0.12,-0.3,-0.3,Matches
629,Guillermo Varela,DF,uy Uruguay,29,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
630,Ruben Vargas,FW,ch Switzerland,23,1998,3.2,0,3,1,33.3,0.95,0.32,0.00,0.00,17.0,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
631,Matías Vecino,MF,uy Uruguay,30,1991,2.2,0,1,1,100.0,0.46,0.46,0.00,0.00,10.1,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
632,Alexis Vega,FW,mx Mexico,24,1997,2.1,0,9,2,22.2,4.20,0.93,0.00,0.00,21.0,1,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
633,Miloš Veljković,DF,rs Serbia,26,1995,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
634,Johan Venegas,"FW,MF",cr Costa Rica,33,1988,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
635,Jordan Veretout,MF,fr France,29,1993,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
636,Jan Vertonghen,DF,be Belgium,35,1987,3.0,0,2,0,0.0,0.67,0.00,0.00,,10.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
637,Matías Viña,DF,uy Uruguay,24,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
638,Vitinha,MF,pt Portugal,22,2000,1.3,0,2,2,100.0,1.50,1.50,0.00,0.00,28.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
639,Steven Vitória,DF,ca Canada,35,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
640,Dušan Vlahović,FW,rs Serbia,22,2000,0.9,1,3,3,100.0,3.42,3.42,0.33,0.33,10.9,0,0,0,0.8,0.8,0.27,+0.2,+0.2,Matches
641,Nikola Vlašić,"FW,MF",hr Croatia,24,1997,2.3,0,5,1,20.0,2.15,0.43,0.00,0.00,17.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
642,Mohammed Waad,"MF,DF",qa Qatar,22,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
643,Kyle Walker,DF,eng England,32,1990,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
644,Danny Ward,GK,wls Wales,28,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
645,Kendall Waston,DF,cr Costa Rica,34,1988,2.5,0,1,1,100.0,0.40,0.40,0.00,0.00,10.5,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches
646,Timothy Weah,FW,us United States,22,2000,3.5,1,5,3,60.0,1.42,0.85,0.20,0.33,17.5,0,0,0,0.6,0.6,0.13,+0.4,+0.4,Matches
647,Wout Weghorst,FW,nl Netherlands,29,1992,0.7,2,2,2,100.0,2.81,2.81,1.00,1.00,12.0,0,0,0,0.2,0.2,0.10,+1.8,+1.8,Matches
648,Wéverton,GK,br Brazil,34,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
649,Silvan Widmer,DF,ch Switzerland,29,1993,2.9,0,1,0,0.0,0.34,0.00,0.00,,9.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
650,Iñaki Williams,FW,gh Ghana,27,1994,3.0,0,2,0,0.0,0.67,0.00,0.00,,20.1,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
651,Neco Williams,DF,wls Wales,21,2001,2.3,0,3,0,0.0,1.32,0.00,0.00,,26.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
652,Nico Williams,FW,es Spain,19,2002,1.6,0,1,0,0.0,0.62,0.00,0.00,,14.3,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
653,Callum Wilson,FW,eng England,30,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
654,Harry Wilson,"MF,FW",wls Wales,25,1997,1.8,0,2,0,0.0,1.13,0.00,0.00,,20.9,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
655,Roan Wilson,MF,cr Costa Rica,20,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
656,Axel Witsel,MF,be Belgium,33,1989,3.0,0,1,0,0.0,0.33,0.00,0.00,,32.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
657,Jeong Woo-yeong,MF,kr Korea Republic,22,1999,0.5,0,1,0,0.0,2.00,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
658,Jung Woo-young,MF,kr Korea Republic,32,1989,3.4,0,1,0,0.0,0.30,0.00,0.00,,25.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
659,Christopher Wooh,DF,cm Cameroon,20,2001,1.0,0,1,0,0.0,1.00,0.00,0.00,,15.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
660,David Wotherspoon,MF,ca Canada,32,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
661,Bailey Wright,DF,au Australia,29,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
662,Haji Wright,FW,us United States,24,1998,1.5,1,6,2,33.3,3.94,1.31,0.17,0.50,13.6,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
663,Granit Xhaka,MF,ch Switzerland,29,1992,4.0,0,6,3,50.0,1.50,0.75,0.00,0.00,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
664,Miki Yamane,"DF,MF",jp Japan,28,1993,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
665,Jawad El Yamiq,DF,ma Morocco,30,1992,3.4,0,2,1,50.0,0.58,0.29,0.00,0.00,12.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
666,Taha Yassine Khenissi,FW,tn Tunisia,30,1992,0.3,0,1,0,0.0,3.10,0.00,0.00,,23.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
667,DeAndre Yedlin,DF,us United States,28,1993,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
668,Maya Yoshida,DF,jp Japan,33,1988,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
669,Kim Young-gwon,DF,kr Korea Republic,32,1990,3.9,1,2,1,50.0,0.51,0.26,0.50,1.00,10.9,0,0,0,0.8,0.8,0.38,+0.2,+0.2,Matches
670,Cho Yumin,FW,kr Korea Republic,25,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
671,Denis Zakaria,MF,ch Switzerland,25,1996,0.7,0,1,0,0.0,1.53,0.00,0.00,,25.4,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
672,Nicola Zalewski,MF,pl Poland,20,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
673,Andre-Frank Zambo Anguissa,MF,cm Cameroon,26,1995,2.9,0,1,1,100.0,0.35,0.35,0.00,0.00,11.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
674,Álvaro Zamora,MF,cr Costa Rica,20,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
675,Anass Zaroury,FW,ma Morocco,21,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
676,Piotr Zieliński,"MF,FW",pl Poland,28,1994,3.6,1,3,2,66.7,0.82,0.55,0.33,0.50,11.3,0,0,0,0.6,0.6,0.20,+0.4,+0.4,Matches
677,Walker Zimmerman,DF,us United States,29,1993,3.1,0,1,0,0.0,0.32,0.00,0.00,,15.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
678,Andrija Živković,DF,rs Serbia,25,1996,2.3,0,1,0,0.0,0.43,0.00,0.00,,24.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
679,Hakim Ziyech,FW,ma Morocco,29,1993,7.1,1,10,2,20.0,1.42,0.28,0.10,0.50,27.2,1,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
680,Filip Đuričić,"MF,FW",rs Serbia,30,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
